corpus,record_id,title,year,doi,doc_type,methodology,geography,thesis,theme_1_score,theme_2_score,theme_3_score,theme_4_score,dual_use_explicit,dual_use_direction,dual_use_structural,key_quotes,policy_relevance,via_or_origin
main,755,"Leviathan's Architect: Urbicide, Urban Renewal, and the Right to the City in Turkish Kurdistan",2022,10.1353/hrq.2022.0014,journal_article,case_study,"Turkey (Southeastern Turkey, Turkish Kurdistan: Sur/Diyarbakır, Nusaybin)","Post-conflict razing and reconstruction in Turkish Kurdistan is a form of securitized development that remakes urban space to erase Kurdish identity and impose state control, but residents resist through memory projects and cultural activism.",1,2,2,3,no,neither,no,"Urbicide can mean 'place annihilation,' or the 'destruction of major features of the urban environment and civil ecology.' It can also mean wrecking the idea of the city as a diverse, tolerant, livable space. || The state has harnessed tabula rasa reconstruction for its own ends, displacing and dispossessing residents as it seeks to remake the physical as well as social fabric of Kurdish-majority cities. || The new designs instead cultivate life patterns that are more individualistic and less gregarious. ... Vernacular and communal architecture have been replaced with housing units and apartment towers that cut people off from their neighbors and integrate them into state agencies and mortgage regimes.","The paper calls for a new political language for planning and design that hinges on history and inclusion rather than Realpolitik, and highlights the need for effective investigations and accountability for civilian deaths during curfews.",B
main,776,Time-series satellite remote sensing reveals gradually increasing war damage in the Gaza Strip,2024,10.1093/nsr/nwae304,journal_article,empirical_quantitative,Gaza Strip,"Integrating deep learning with high-resolution satellite data enables near real-time detection of war damage, revealing progressively increasing destruction in Gaza from Oct 2023 to Mar 2024.",0,0,0,0,no,neither,no,"We developed an automated method to detect war damage to buildings and farmland and locate missile craters using these data. || We found 3747 missile craters across five governorates in the Gaza Strip, which serve as a historical record in determining accurate estimates of potential unexploded ordnance (UXO) locations and assisting in demining and chemical decontamination. || These first-time findings highlight the urgent need for an immediate ceasefire to prevent further damage and support the release of hostages and subsequent reconstruction efforts.","Calls for immediate ceasefire and reconstruction; methodology offers cost-effective, scalable approach for conflict monitoring and post-war reconstruction planning.",B
main,812,Factored reasoning for monitoring dynamic team and goal formation,2009,10.1016/j.inffus.2008.05.005,journal_article,empirical_quantitative,"Baghdad, Iraq",Presents a particle filtering algorithm that reasons locally about unit positions and globally about team structure and goals to detect threats in asymmetric urban warfare.,0,0,1,1,no,neither,no,"The setting for our study is an asymmetric urban warfare environment in which uncoordinated or loosely coordinated units may attempt to attack an important target. The task is to detect a threat such as an ambush, as early as possible. || We attempt to provide decision-makers with early warnings, by simultaneously monitoring the positions of units, the teams to which they belong, and the goals of units. || In our experiments, we use a map of central Baghdad that has 119 streets and 79 intersections.",None,B
main,820,The Wayfarer modular navigation payload for intelligent robot infrastructure,2005,10.1117/12.604046,conference_paper,other,"United States (Burlington, MA, and urban/natural test environments)",This paper presents the development of a modular navigation payload for the iRobot PackBot to enable fully autonomous urban reconnaissance missions for military applications.,2,0,0,2,tangential,neither,yes,iRobot Corporation is a world leader in developing mobile robots for combat operations. Our man-portable PackBot Scout robots have been used to explore Taliban caves in Afghanistan and insurgent strongholds in Najaf. || The Wayfarer Project is an applied research effort that is tightly focused on developing robust techniques for autonomous reconnaissance in urban environments. || We are developing a modular navigation payload that will provide urban navigation capabilities for the PackBot or any other robot using the PackBot payload interface.,None,B
main,822,An Advanced Telereflexive Tactical Response Robot,2001,,journal_article,other,,Describes a tactical response robot for law enforcement and urban warfare with reflexive teleoperation and human-centered mapping.,0,0,0,0,no,neither,no,"ROBART III is intended as an advanced demonstration platform for non-lethal tactical response, extending the concepts of reflexive teleoperation into the realm of coordinated weapons control (i.e., sensor-aided control of mobility, camera, and weapon functions) in law enforcement and urban warfare scenarios. || The system is able to confront intruders with a laser-sighted tranquilizer dart gun, and automatically track a moving target with the use of various sensors. || A human-centered mapping scheme ensures more accurate first-time interpretation of navigational landmarks as the robot builds its world model, while orthogonal navigation exploits the fact that the majority of man-made structures are characterized by parallel and orthogonal walls.",None,B
main,828,Rapid assessment of large-scale urban destruction in conflict zones using hypergraph-based visual-structural machine learning,2025,10.1016/j.jer.2024.08.006,journal_article,empirical_quantitative,"Mariupol, Ukraine (Zhovtnevyi and Levoberezhny districts)","Proposes ViT2G, a visual-graph machine learning framework using hypergraphs and Vision Transformers to rapidly assess urban damage from war using satellite imagery, outperforming traditional methods.",0,0,1,1,no,neither,no,"In an era marked by increasing geopolitical conflicts, the accurate and swift assessment of urban damage in war-affected areas is crucial for implementing effective emergency responses and sustainable recovery planning. || advanced forms of warfare, such as missile attacks and drone strikes, have targeted civilian infrastructure such as residential buildings, schools and hospitals, exacerbating the humanitarian situation. || The ViT2G framework employs a novel approach by utilizing hypergraph structures and Vision Transformers (ViT), enabling a more detailed representation of urban areas than traditional graph-based methods.","Potential policy relevance for humanitarian organisations and urban planners for emergency response and reconstruction planning in conflict zones, but no specific policy recommendations are discussed.",B
main,836,An automated security response robot,1998,,,,,,,,,,,,,,,B
snowball,W2014717813,Algorithmic War: Everyday Geographies of the War on Terror,2009,10.1111/j.1467-8330.2008.00655.x,journal_article,theoretical,global,"Algorithmic security technologies in the war on terror blur military, commercial, and civil spheres, producing violent geographies through pre-emptive calculation and targeting in everyday life.",3,2,2,1,yes,both,yes,"It is not that algorithmic techniques have their origins strictly in the military domain (though, as we will see, many of them do), nor that society is strictly undergoing renewed militarization, but that security practices oscillate back and forth across different domains. || The promise that algorithmic calculations held out to the commercial authorities of the 1990s—to enable surveillance from a distance, to make market judgements in advance, to generate patterns of normal and atypical consumer behaviour—is now being re-made in the context of state security desires. || The association rules of the algorithm claim precisely to identify associations, to connect together here and there, to link that location of suspicion and this embodied risk, to suture together the forces of war in one place and the possibility of threat in the spaces of everyday life.","The paper critiques the privatization of security and the transfer of commercial data-mining techniques to state security, suggesting that these practices conceal violence and discrimination. It implies a need for greater transparency and democratic oversight of algorithmic security systems, but does not offer specific policy recommendations.",Graham 2006:forward
snowball,W2359831387,Unplug and Play: Manufacturing Collapse in Gaza,2011,,journal_article,case_study,"Gaza Strip, Palestine/Israel","Infrastructural networks in post-disengagement Gaza function as geopolitical sites of spatial control and biopolitical tools to regulate and suppress life, manufacturing a regulated humanitarian collapse.",2,1,2,3,yes,civil_to_military,no,"Infrastructure networks are thus the life support systems of modern societies, source of their vitality and yet source of its own fragility and manipulation. || The destruction of the power plant added to, and enhanced, what already was a chronic dependency on a legacy of colonial infrastructure used to manipulate and regulate the life of the colonized. || The concept of infrastructural violence provides a particularly useful lens through which to study the systematic politics of spatial reengineering that undoes the ordinary geographies of everyday life by generating and unfolding a hostile topography of infrastructure networks for purposes of population management and repression as well as territorial segregation and control.","The paper argues that targeting civilian infrastructure constitutes war crimes and collective punishment under international law, and calls for expanding the referents of political violence to include the material fabric of urban life. It highlights the role of human rights organizations in challenging these practices.",Graham 2006:forward
snowball,W2157402500,"Constructing resilience through security and surveillance: The politics, practices and tensions of security-driven resilience",2015,10.1177/0967010614557884,journal_article,empirical_qualitative,"UK (Birmingham, London)","Security-driven resilience, drawing on surveillance and military technologies, generates tensions between state security and community cohesion that may subvert resilience's founding principles.",2,1,2,1,yes,military_to_civil,no,"military technologies have been increasingly utilized in civic spaces, posing a series of questions about social control, citizenship and the ability to construct community resilience in local areas amidst state attempts to label the same areas as 'dangerous'. || Of the high-specification surveillance cameras in 'Project Champion', 150 came equipped with Automated Number Plate Recognition (ANPR) capability, developed from former military technology that could automatically monitor all vehicles entering and exiting the areas; whilst a further 72 covert cameras were camouflaged within street signs, furniture and other features of the urban landscape. || the opacity of many security-driven resilience initiatives, the politicized nature of hierarchical relationships within resilience practice, and the specific politics that such arrangements produce mean such aspirations are not always easy to realize.",Highlights need for transparent governance and community engagement in security-driven resilience; warns against co-opting local safety agendas for national security; describes erosion of police-community trust as a key consequence.,Graham 2006:forward
snowball,W2323921964,Postmortem city: Towards an urban geopolitics,2004,10.1080/1360481042000242148,journal_article,theoretical,global,"The paper argues that warfare and political violence are intimately woven into the fabric of cities and urban planning, and calls for an urban geopolitics to confront the militarisation of urban space.",0,0,0,3,tangential,both,no,"War and the city have intimately shaped each other throughout urban and military history. ""There is ... a direct reciprocity between war and cities"", writes the geographer Ken Hewitt. ""The latter are the more thoroughgoing constructs of collective life, containing the definitive human places. War is the most thorough-going or consciously prosecuted occasion of collective violence that destroys places."" (Hewitt, 1983, p. 258). || Even a leading US Air Force planner had to concede that this direct targeting of so-called 'dual-use' (military/civilian) electrical infrastructure in 1991 ""shut down water purification and sewage treatment plants. As a result, epidemics of gastroenteritis, cholera, and typhoid broke out, leading to as many as 100,000 civilian deaths and the doubling of infant mortality rates"" (Rizer, 2001). || Urban terrorism and state counter-terror tend to be umbilically connected. In the end, they tend, tragically, to be self-perpetuating in an endless circle of intensifying atrocity.",Calls for urban social science to confront militarisation of urban space and develop an urban geopolitics. Advocates for nurturing multicultural urban spaces as a normative response to fundamentalisms.,Graham 2006:forward
snowball,W2171371442,"From urban catastrophe to 'model' city? Politics, security and development in post-conflict Kigali",2013,,journal_article,empirical_qualitative,Rwanda (Kigali),"Kigali's transformation from post-genocide catastrophe to a 'model' city was achieved through political consolidation, donor support, and securitisation strategies that tightly control urban space, but this may suppress underlying conflicts.",0,1,2,2,no,neither,no,"The government’s overriding concern with national security issues, combined with its need for legitimacy, has led to sustained efforts to create a city that is tightly controlled through a range of strategies that project it as a ‘model’ space, both domestically and internationally. || The emphasis on order and urban reorganisation to some degree parallels the rural social engineering discussed elsewhere. || The expropriations in the name of the Master Plan discussed earlier have proved highly controversial, and the relative absence of social violence in the city should not obscure the use of actual or threatened violence by the state in relation to these kinds of state-society interactions.",The paper implies that post-conflict urban governance must balance security with inclusive civic engagement to avoid suppressing conflicts that may resurface. It highlights risks of elite-driven planning that excludes the poor.,Graham 2006:forward
snowball,W1913938051,When Life Itself is War: On the Urbanization of Military and Security Doctrine,2012,10.1111/j.1468-2427.2011.01026.x,journal_article,theoretical,global,"New ideologies of permanent war are radically intensifying the militarization of urban life through the 'new military urbanism', which normalizes the targeting of everyday urban sites, circulations, and populations.",2,2,3,3,yes,both,yes,"The new military urbanism's second foundation is the fusing and blurring of civilian and military applications of control, surveillance, communications, simulation and targeting technologies. This is not surprising given that control technologies with military origins are now fundamental bases for virtually all acts of digitally mediated urban life and consumption in advanced industrial cities, and that commercial modifications of such technologies are in turn being widely re-appropriated by the military. || French philosopher Gilles Deleuze (1992) famously termed contemporary societies 'societies of control'. Because networked electronic control and surveillance devices are now distributed through society, Deleuze argued that everyday urban life is now modulated by a sense of ever-present tracking, scrutiny and electronic calculation. || Defined as political violence intentionally designed to erase or 'kill' cities, urbicidal violence can involve the ethno-nationalist targeting of spaces of cosmopolitan mixing (as in the Balkans in the 1990s); the systematic devastation of the means of modern urban living (as with the de-electrification of Iraq in 1991, the 2006–08 siege of Gaza or the 2006 attack on Lebanon); or the simple erasure of those demonized people and places that are cast out as unmodern, barbarian, unclean, pathological or subhuman.","Calls for critical urban research to expose and confront the normalization of the new military urbanism, and to explore how social and political mobilizations can obstruct and challenge these norms. Suggests need for comparative work on how securitization is refracted through different national and urban contexts.",Graham 2006:forward
snowball,W1963997592,"Network-Centric Violence, Critical Infrastructure and the Urbanization of Security",2009,10.1177/0967010609342879,journal_article,theoretical,global,"Contemporary urban warfare targets critical infrastructure because it is constitutive of metropolitan life, revealing a reciprocal dynamic of urban securitization.",2,1,2,2,yes,civil_to_military,tangential,"The sanctions regime did not target infrastructure per se, it prevented the reconstruction, repair or maintenance of a number of infrastructural sites on the basis that they comprised 'dual use' facilities of potential importance to the Iraqi military. || Targeting critical infrastructure in order to disrupt urbanity thus comprises a historically specific form of violence. || Network-centric warfare was conceived in the post-Cold War period as an element of the so-called Revolution in Military Affairs (RMA). It refers to a doctrine based on domination of the information spectrum supported by the use of precision munitions, mobile forces, and accurate real-time modelling of enemy forces and infrastructures.","The paper argues that securitization of urban infrastructure (hardening, surveillance) is insufficient because it protects material substrate but not networked interconnectivity, and calls for a security studies that appreciates the complex ecology of metropolitan subjectivity.",Graham 2006:forward
snowball,W2916778134,"EXPERIENCES OF URBAN MILITARISM: Spatial Stigma, Ruins and Everyday Life",2019,10.1111/1468-2427.12797,journal_article,empirical_qualitative,"Lydda-Lod, Israel","Examines how poor Palestinians in Lydda experience spatial stigma and militarism through an uneasy combination of denigration, care, and historical awareness.",0,0,0,3,no,neither,no,"Urban geopolitics has compellingly connected cities and broader geopolitical processes, identified cities as key targets of military interventions, and conceptualized the destruction of buildings as a distinct form of political violence. || The ruins and empty spaces of the old Arab city are some of the visible material traces of the mass displacement of Palestinians in July 1948, when the Israeli army expelled all the 20,000 Palestinian residents of the city... || By studying the interplay between interpretive and affective responses to a built environment that has been targeted and 'blemished' by militarism, this article resonates with Mona Harb's recent call to 'diversify urban studies' perspectives on the city at war'.",None. The paper calls for a new perspective on urban militarism focused on everyday life but does not offer specific policy recommendations.,Graham 2006:forward
snowball,W2116991136,Policing Development: Urban Renewal as Neo-liberal Security Strategy,2010,10.1177/0042098009349772,journal_article,empirical_qualitative,"Cape Town, South Africa","Post-apartheid policing in Cape Town townships, driven by neoliberal security ideology, reproduces aggressive apartheid-era policing, securitizes urban renewal, and undermines development by containing rather than addressing root causes of crime.",0,0,1,2,no,neither,no,"current approaches to urban renewal risk exacerbating social instability by reproducing aggressive forms of policing associated with the apartheid era. || Policing on the Cape Flats today is perhaps best understood not an example of bad policing or misdirected policing but, rather, from the point of view of the neo-liberal city, necessary policing. || The result of conflating crime reduction with development has been a widening of the police net, in which millions of poor South Africans are caught up every year, with insufficient change in what happens to those caught in it.",The paper critiques security-driven urban renewal and recommends addressing root causes of crime (socioeconomic development) rather than relying on aggressive policing and containment. It highlights the counterproductive effects of militarized policing on community trust and development.,Graham 2006:forward
snowball,W1777030935,Living Beirut's Security Zones: An Investigation of the Modalities and Practice of Urban Security,2012,10.1111/j.1548-744X.2012.01074.x,journal_article,empirical_qualitative,"Beirut, Lebanon","Security in Beirut is fragmented, overlapping, and reflects political divisions, reinforcing social hierarchies and constraining daily urban practices.",0,0,0,1,no,neither,no,"These days, I feel that I am back in the village except that those who are harassing me, inquiring about my whereabouts and ordering me around are 100 strangers, dressed in different costumes, playing police... || A certain 'normalization' of security has occurred in the perception of many city dwellers who see security elements as part of the daily hassles they deal with. || Like capital, security has become one more form in which existing social hierarchies are consolidated and/or challenged and new ones imposed.",None,Graham 2006:forward
snowball,W2164611119,The uneven geographies of the Olympic carceral: from exceptionalism to normalisation,2015,10.1111/geoj.12081,journal_article,empirical_qualitative,"London, Sochi, Rio de Janeiro","Olympic security planning creates hyper-carceral spaces that normalise exceptional security measures, producing uneven geographies and transferring military-carceral strategies across host cities.",1,1,2,2,tangential,military_to_civil,no,"This again connects with an enduring set of processes by which, slowly but surely, we see military–threat–response technologies and procedures being repurposed for use in the civic realm (Graham 2010). || In such spatial configurations the rule of law is suspended to facilitate extraordinary social control where citizens can be literally stripped of political rights (homo sacer) altering the established relationship between the state/sovereign and the citizenry within a particular territory, most graphically represented by the prisoner camp. || the spatial imprints and uneven geographies of such strategies can be seen to represent a contemporary carceral archipelago where the spaces that are secured, and their social and material effect on adjacent areas, the host city, or the wider nation, are relevant to contemporary urban restructuring debates within geography","Critiques the normalisation of exceptional security measures in mega-events, highlighting the need for proportionality and the risks of permanent security legacies that exacerbate urban inequalities.",Graham 2006:forward
snowball,W2606254568,Housing as Battleground: Targeting the City in the Battles of Algiers,2017,10.1111/ciso.12118,journal_article,case_study,"Algiers, Algeria","During the Algerian War, housing in Algiers was militarized through the state of exception, transforming dwellings into tools of surveillance, control, and resistance.",1,2,2,3,tangential,civil_to_military,no,"What has received less attention, however, is the degree to which housing complexes and residential districts also became targets of strategic militarization. || The sudden proliferation of emergency dwellings, like those erected in the Mahieddine and the Clos Salembier, represented a new stage in the militarization of housing in Algiers. || In this context, military officers became self-styled urban theorists as the numerous bidonvilles (shantytowns) in Algiers were placed directly under their control, and new emergency dwelling models––above all the cité de transit––were codified as their weapons of choice.","The paper discusses the state of emergency as a legal framework enabling militarized urban transformation, and notes its later reapplication in France for rehousing bidonville residents, with implications for contemporary states of emergency.",Graham 2006:forward
snowball,W2172126569,“Homeland” Insecurities? Katrina and the Politics of “Security” in Metropolitan America,2006,10.1177/1206331205283671,journal_article,policy_analysis,United States (New Orleans),"The Bush administration's post-9/11 focus on terrorism undermined urban preparedness for natural disasters like Katrina, revealing the politics of security.",0,0,0,1,no,neither,no,"In disturbing echoes of Baghdad and Fallujah, U.S. Army commanders, in response to Katrina, talked openly in the Army Times about the need to launch 'urban combat' operations to 'take back' the city from 'insurgents' who had bred anarchy and violence. || The Katrina disaster unerringly revealed some of the stark politics that surround 'security' in the post-9/11 United States. || Such a policy shift may have directly contributed to the scale and devastation of Katrina. In early 2004, the federal government withdrew moneys from levee maintenance around New Orleans to pay for homeland security programs and the Iraq war budget.",Critiques the diversion of resources from disaster mitigation to antiterror spending; implies need for balanced security policies that address natural hazards and climate change.,Graham 2006:forward
snowball,W2168920878,From ‘Violence-complacent’ to ‘Terrorist-ready’: Post-9/11 Framing of the US Super Bowl,2011,,journal_article,empirical_qualitative,US,"Post-9/11 news media framed the Super Bowl as both vulnerable and safe, incorporating these frames into pro-growth discourse to maintain hegemonic ideology and justify militarization of urban space.",0,1,2,1,tangential,military_to_civil,no,"The massive security build-up that accompanies the Super Bowl is thus presented as the ‘new normal’. || In post-9/11 era, the Super Bowl is both ‘vulnerable’ and ‘the safest place on earth’. And we are ‘privileged’ host communities and football fans, even as we are surveilled, digitally scanned, corralled, barricaded and patted-down. || Rather than re-place the pro-growth discourse, these frames were effectively incorporated by journalists into the pro-growth discourse—both vulnerability and safety are now presented as contributing to the ‘fact’ that hosting a Super Bowl is good for the city-as-a-whole.","None explicitly. The paper critiques the militarization of urban space and the acceptance of security measures, but offers no policy recommendations.",Graham 2006:forward
snowball,W2002387436,"Privatizing Security, Securitizing Policing: The Case of the G20 in Toronto, Canada",2014,10.1111/ips.12052,journal_article,case_study,"Toronto, Canada","Examines how the privatization and securitization of policing during the G20 in Toronto blur internal/external security, militarize urban space, and undermine democratic accountability.",2,1,2,2,tangential,military_to_civil,no,"Long-range acoustical devices (LRADs), or 'sound cannons,' were originally developed by the US military for use against Somali pirates and Iraqi insurgents, only to be later tested 'at home' in the space of the city during Pittsburgh's 2009 hosting of the G20. || The idea that 'security is coming home' (Coaffee and Wood 2006) shapes cities in particular ways... the 'reciprocal dynamic of urban securitization' or the 'urbanization of security' (Coward 2009:399) in which 'the security agenda is urbanized and urbanity is insofar as it induces insecurity and vulnerability—securitized' has particular implications for cities. || increased militarization is not only fought through the city but is related to what some have called 'urbicide' and a war on cities (Campbell, Graham and Monk 2007; Cowen 2007).",Recommends repeal of the Public Works Protection Act (later enacted); emphasizes need for public debate on acquisition of military-grade equipment by police; highlights accountability gaps and constitutional concerns with security regulations.,Graham 2006:forward
snowball,W3173822692,"Governing the Contested City: Geographies of Displacement in Diyarbakır, Turkey",2021,10.1111/anti.12753,journal_article,empirical_qualitative,Turkey (Diyarbakır),"Urban renewal projects in Suriçi, as part of a post-conflict urban regime, rendered Kurdish lower-class dwellers displaceable and paved the way for subsequent destruction during urban warfare.",0,0,0,3,no,neither,no,"This abrupt shift from renewal schemes aiming to forge a governmental spatio-politics to draconian measures that Öktem (2019) describes as 'urbicide' requires examining the processes that inform the spatiality of politics in the successive conjunctures of non-conflict and conflict. || The idea of securitisation through marketisation has invigorated urban imaginaries that devalue lower-class Kurdish dweller's experience attached to place. The post-conflict rehabilitation has stripped dwellers of their right to the city by depicting their everyday forms of urbanity as unfit. || Displaceability here is crucial to understand how the violence expressed in further re-militarisation of space during and after the urban warfare became possible. As 'the state of being susceptible to involuntary distancing from' urban material and cultural resources and right to the city (Yiftachel 2020:154), displaceability 'holds large parts of urban society in suspense, often living on borrowed time in conditions of growing vulnerability and uncertainty'.",None,Graham 2006:forward
snowball,W4225117531,Slow urbicide: Accounting for the shifting temporalities of political violence in the West Bank,2022,10.1016/j.geoforum.2022.04.012,journal_article,empirical_qualitative,"West Bank, Palestine/Israel","The paper proposes 'slow urbicide' to capture the gradual, attritional destruction of Palestinian urbanity in the West Bank through Israeli settlement policies and environmental violence.",0,0,0,3,no,neither,no,"The article proposes the concept of 'slow urbicide' to account for the shifting temporalities of urbicidal violence as much as for its reliance on, or activation of, human and more-than-human agencies and forces. || Slow urbicide... involves a gradual destruction of Palestinian urbanity through such strategies as physical strangulation, obscure systems of land administration, bureaucratic neglect, pollution, and obliteration of the vernacular landscape. || The policy of intense, cartographically premeditated settlement in the West Bank... mobilizes one form of urbanity (Israeli) against another (Palestinian) and is deliberately aimed at the suppression of the latter.",None,Graham 2006:forward
snowball,W4402932612,Atmospheric geographies of (counter)terrorism,2024,10.1177/03091325241268951,journal_article,theoretical,"Western Europe (with references to UK, France, Germany, Israel/Palestine, Colombia, Lebanon, Indonesia)","This paper argues for an atmospheric approach to studying everyday urban experiences of (counter)terrorism, focusing on diffuse, felt experiences and the role of crowds and difference.",1,2,3,2,tangential,neither,no,"We argue that thinking atmospherically about the spaces of urban encounters with (counter)terrorism is important, firstly, to identify and question feelings and dispositions shaped by discourses, practices, and infrastructures of (counter)terrorism; secondly, to contribute spatial perspectives of felt experience to literatures on security and (counter)terrorism in geography and beyond; thirdly, to connect official understandings of (counter)terrorism with its everyday felt experiences and materialities. || Counterterrorism is replete with examples of specific policing and practices acting 'beyond the realm of the observable' and becoming embodied at the everyday level [...] that warrant consideration here for their atmospheric aspects and impacts. || How then might different atmospheres come into being through the performance of variously expressive activities amongst such materialities? There are evident parallels here when it comes to such a concern with both the material realities of urban environments and their role in securing people and institutions from the threat of terrorism, and the host of practices of policing and securing that seek to set a certain tone amongst this.","Discusses UK Protect Duty consultation and EU SafeCi project; highlights the need for policy to engage with diverse publics and the atmospheric/affective impacts of counterterrorism measures, not just physical security.",Graham 2006:forward
snowball,W2913763107,"The State, Sewers, and Security: How Does the Egyptian State Reframe Environmental Disasters as Terrorist Threats?",2019,10.1080/24694452.2018.1497474,journal_article,case_study,Egypt (Alexandria),"The Egyptian state reframed the 2015 Alexandria floods as a terrorist attack to entrench repressive rule, obfuscating infrastructural neglect and climate change.",1,2,1,1,no,neither,no,"Blaming terrorists for targeting Egypt's urban sanitation infrastructure, however, revealed how the state's narrative of terrorism and security extended into its repressive approach to urban environmental governance. || Terrorism became the master discourse through which the floods were now to be understood; this narrative shifted the urgency of improving environmental governance or infrastructural development to a focus on terrorism's attendant state response, increased security. || I argue that in the current political moment in Egypt and across the globe, the discourse of terrorism and its attendant statist response of security have become important forces in urban environmental governance and infrastructural development.","The paper critiques the use of terrorism discourse to justify securitization and repressive governance, and calls for attention to infrastructural neglect and climate change rather than security responses.",Graham 2006:forward
snowball,W1777222574,Security Zones and New York City's Shrinking Public Space,2010,10.1111/j.1468-2427.2009.00899.x,journal_article,empirical_mixed,"New York City, USA (Lower Manhattan)","This paper empirically measures the extent of security zones in Lower Manhattan, finding that 27% of non-building area is now secured, and argues this new land use shrinks public space and threatens democratic urban life.",0,1,0,1,no,neither,no,"We argue that this new type of land use is an important and permanent feature of twenty-first century global cities. || Public spaces are the lifeblood of cities. More than simple physical entities, truly public spaces are sites of interaction in which individuals are sometimes forced to interact with those whom they usually criticize or dislike. || The diminution of the public realm was palpable in both neighborhoods: clearly, the security zone is a new type of land use and deserves more earnest consideration by the planning and development community.","The paper recommends that cities inventory their public realm, balance security with openness, and consider more flexible security measures. It notes that pedestrianization for security purposes might be politically palatable.",Graham 2006:forward
snowball,W3215403016,"21 Militarized Civic Ritual: Pentagon, Police, and US Professional Football",2021,10.1057/978-1-137-56854-0_21,book_chapter,theoretical,United States,"Militarized civic rituals, exemplified by the NFL's relationship with the US military and homeland security, have become routine in US cities, blurring civilian-military boundaries and legally equating fans with citizen-soldiers.",3,2,2,2,yes,both,tangential,"In this chapter I suggest that militarized civic rituals have now become an ever-present feature of US urban life and represent a troubling new conflation between military and civilian discourses and practices employed through sport, particularly the NFL and the Super Bowl. || This effectively means that the NFL is legally viewed the same as a Pentagon supplier, and the fans in attendance, and the citizens in the urban spaces, are the soldiers at war. || Legally equated with a soldier at war, the NFL fan's call of duty is perceived through a mobile phone application, everyday citizens recruited to assist, in the name of patriotism, in terrorism prevention. This blurs legal and operational separations between intelligence-gathering and citizenship and further collapses civilian-military boundaries suggesting a changed notion of duty for all US residents.","Discusses the SAFETY Act (2002) which provides liability protection to anti-terrorism technology sellers, including the NFL, and the Government Contractor Defense that immunizes sellers against claims from terrorist acts; notes that citizens are not informed of their legal status as soldiers and lack the benefits (e.g., veteran pensions, medical care) that actual soldiers receive; recommends awareness of militarization and its implications for citizenship.",Graham 2006:forward
snowball,W2094381533,An Intelligent Surveillance Platform for Large Metropolitan Areas with Dense Sensor Deployment,2013,10.3390/s130607414,journal_article,case_study,global,A technical description of an intelligent video surveillance platform using low-cost sensors and multiple AI engines for autonomous alarm detection in urban environments.,0,0,0,0,no,neither,no,"This paper presents an intelligent surveillance platform based on the usage of large numbers of inexpensive sensors designed and developed inside the European Eureka Celtic project HuSIMS. || The fact that the system is using low resolution visual sensors provides an additional advantage regarding governance and politics: the provided image does not usually allow recognition of people’s faces, which makes the system more respectful of privacy. || HuSIMS' main target is to provide real-time alerts for irregular activity in both indoors and outdoors scenarios.",None,Graham 2006:forward
snowball,W1832331872,Competitive Cities and Secure Nations: Conflict and Convergence in Urban Waterfront Agendas after 9/11,2006,,journal_article,empirical_qualitative,North America (US and Canada),"Post-9/11 port security and competitive city waterfront redevelopment agendas are both conflicting and converging, with implications for social justice.",0,0,0,1,no,neither,no,"While proponents of competitive city projects appear directly concerned with promoting a particular vision of capitalist urban development in contrast to the national security agenda of port and border securitization, we contend that a simple dichotomy between 'economy' and 'security' cannot capture their complex intermingling. || The securitization of urban ports against potential terrorism in the US is imagined by government officials and security strategists as a front-line strategy in the protection of goods that flow into national transportation systems. || Whether urban waterfronts are rebuilt and policed in the interests of national security, local property developers and professional condominium residents, or all of these simultaneously, a large proportion of urban citizens are not a part of that picture.","The paper highlights the exclusionary implications of the convergence of security and economic agendas for marginalized groups, emphasizing the need for attention to spatial justice in waterfront cities.",Graham 2006:forward
snowball,W2587864690,Future war in cities: Urbanization's challenge to strategic studies in the 21st century,2016,10.1017/S1816383117000066,journal_article,theoretical,global,"Western militaries must engage with urban studies to develop nuanced strategies for diverse urban environments, moving beyond a narrow focus on megacities.",0,0,0,0,no,neither,no,"One of the continuing weaknesses of Western strategic studies is the paucity of serious research on the role of the city in armed conflict. || Because cities represent crucibles of civilization, it is uncomfortable to regard them as arenas for future armed conflict or as scenes of humanitarian emergency. || In the coming years, if we are to better understand the city as an armed conflict zone, an urban-oriented strand of strategic studies needs to be developed by security scholars working in close conjunction with the macro- and micro-level schools identified earlier.","Recommends developing an urban-oriented strategic studies, engaging with urban specialists, and using discriminate force to reduce civilian casualties and uphold humanitarian law.",Graham 2006:forward
